pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Komu radny składa oświadczenie majątkowe?,Wójtowi,Wojewodzie,Skarbnikowi gminy,Przewodniczącemu rady gminy,4,Art. 24h ust. 3 pkt 1 wskazuje przewodniczącego rady.
Komu wójt składa oświadczenie majątkowe?,Wojewodzie,Przewodniczącemu rady gminy,Skarbnikowi gminy,Regionalnej izbie obrachunkowej,1,Art. 24h ust. 3 pkt 2 wskazuje wojewodę.
Komu osoba wydająca decyzje administracyjne w imieniu wójta składa oświadczenie majątkowe?,Przewodniczącemu rady,Wójtowi,Wojewodzie,Staroście,2,Art. 24h ust. 3 pkt 3 wskazuje wójta.
W jakim terminie radny i wójt składają pierwsze oświadczenie majątkowe?,7 dni,14 dni,30 dni od dnia złożenia ślubowania,3 miesiące,3,Art. 24h ust. 4 przewiduje termin 30 dni.
Do jakiego dnia co roku radny i wójt składają kolejne oświadczenia majątkowe?,Do 31 marca,Do 31 maja,Do 30 czerwca,Do 30 kwietnia,4,Art. 24h ust. 4 wskazuje termin do 30 kwietnia.
Według jakiego stanu sporządza się coroczne oświadczenie majątkowe?,Na dzień 31 grudnia roku poprzedniego,Na dzień 1 stycznia roku bieżącego,Na dzień złożenia oświadczenia,Na dzień 30 kwietnia,1,Art. 24h ust. 4 i 5 odnoszą oświadczenie do stanu na 31 grudnia roku poprzedniego.
"Jaki dodatkowy termin otrzymuje osoba, która nie złożyła oświadczenia majątkowego w terminie?",7 dni,14 dni od skutecznego dostarczenia wezwania,30 dni,3 miesiące,2,Art. 24h ust. 5a przewiduje dodatkowy 14-dniowy termin.
Jak długo przechowuje się oświadczenie majątkowe?,3 lata,5 lat,6 lat,10 lat,3,Art. 24h ust. 6 przewiduje przechowywanie przez 6 lat.
"Co robi podmiot analizujący oświadczenie, gdy podejrzewa podanie nieprawdy lub zatajenie prawdy?",Unieważnia mandat samodzielnie,Przekazuje sprawę RIO,Pozostawia sprawę bez dalszych czynności,Występuje do CBA z wnioskiem o kontrolę oświadczenia,4,Art. 24h ust. 9 przewiduje wniosek do Centralnego Biura Antykorupcyjnego.
Czy informacje zawarte w oświadczeniu majątkowym są jawne?,"Tak, z wyjątkiem adresu zamieszkania i miejsca położenia nieruchomości",Nie,"Tak, bez żadnych wyjątków",Tylko za zgodą osoby składającej,1,Art. 24i ust. 1 ustanawia jawność z dwoma wskazanymi wyłączeniami.
Gdzie udostępnia się jawne informacje z oświadczeń majątkowych?,W KRS,W Biuletynie Informacji Publicznej,Wyłącznie w urzędzie skarbowym,W Monitorze Polskim,2,Art. 24i ust. 3 przewiduje publikację w BIP.
Co powoduje niezłożenie oświadczenia majątkowego przez radnego mimo upływu dodatkowego terminu?,Wyłącznie upomnienie,Kara porządkowa 500 zł,Wygaśnięcie mandatu,Zawieszenie mandatu na miesiąc,3,Art. 24k ust. 1 pkt 1 przewiduje wygaśnięcie mandatu.
Czy podanie nieprawdy w oświadczeniu majątkowym może rodzić odpowiedzialność karną?,Nie,Tylko odpowiedzialność dyscyplinarną,Wyłącznie odpowiedzialność cywilną,"Tak, na podstawie art. 233 § 1 Kodeksu karnego",4,Art. 24l odsyła do odpowiedzialności z art. 233 § 1 Kodeksu karnego.
Z jakiej ochrony prawnej korzysta radny w związku z wykonywaniem mandatu?,Z ochrony przewidzianej dla funkcjonariuszy publicznych,Z immunitetu poselskiego,Z ochrony dyplomatycznej,Nie korzysta ze szczególnej ochrony,1,Art. 25 ust. 1 przyznaje radnemu ochronę prawną funkcjonariusza publicznego.
Czy rozwiązanie stosunku pracy z radnym wymaga uprzedniej zgody rady gminy?,Nie,Tak,Tylko gdy radny jest przewodniczącym,Wyłącznie w urzędzie gminy,2,Art. 25 ust. 2 wymaga uprzedniej zgody rady gminy.
Kiedy radny nie może brać udziału w głosowaniu rady lub komisji?,Gdy jest członkiem klubu radnych,Gdy głosowanie dotyczy budżetu,Gdy głosowanie dotyczy jego interesu prawnego,Nigdy nie ma takiego zakazu,3,Art. 25a wyłącza radnego z głosowania dotyczącego jego interesu prawnego.
Czy mandat radnego gminy można łączyć z mandatem posła lub senatora?,Tak,Tylko za zgodą rady,Tylko z mandatem senatora,Nie,4,Art. 25b pkt 1 zakazuje takiego łączenia.
Kto jest organem wykonawczym gminy?,Wójt,Rada gminy,Przewodniczący rady,Skarbnik gminy,1,"Art. 26 ust. 1 stanowi, że organem wykonawczym gminy jest wójt."
Czy wójtem może być osoba nieposiadająca obywatelstwa polskiego?,Tak,Nie,"Tak, jeżeli mieszka w Polsce 5 lat",Tylko w gminie wiejskiej,2,"Art. 26 ust. 2a wymaga, aby wójt był obywatelem polskim."
Kiedy organem wykonawczym jest burmistrz?,W każdej gminie powyżej 20 000 mieszkańców,Wyłącznie w mieście na prawach powiatu,Gdy siedziba władz gminy znajduje się w mieście położonym na jej terytorium,Gdy tak postanowi wojewoda,3,Art. 26 ust. 3 określa taką sytuację.
W miastach o jakiej liczbie mieszkańców organem wykonawczym jest prezydent miasta?,Powyżej 20 000 mieszkańców,Powyżej 50 000 mieszkańców,Powyżej 300 000 mieszkańców,Powyżej 100 000 mieszkańców,4,Art. 26 ust. 4 wskazuje miasta powyżej 100 000 mieszkańców.
Kto powołuje i odwołuje zastępcę lub zastępców wójta?,Wójt w drodze zarządzenia,Rada gminy,Wojewoda,Prezes Rady Ministrów,1,Art. 26a ust. 1 powierza tę kompetencję wójtowi.
Ilu maksymalnie zastępców może mieć wójt w gminie do 20 000 mieszkańców?,2,1,3,4,2,Art. 26a ust. 2 pkt 1 przewiduje jednego zastępcę.
Ilu maksymalnie zastępców może mieć wójt w gminie do 100 000 mieszkańców?,1,3,2,4,3,Art. 26a ust. 2 pkt 2 przewiduje dwóch zastępców.
Ilu maksymalnie zastępców może mieć wójt w gminie do 200 000 mieszkańców?,2,4,5,3,4,Art. 26a ust. 2 pkt 3 przewiduje trzech zastępców.
Ilu maksymalnie zastępców może mieć wójt w gminie powyżej 200 000 mieszkańców?,4,2,3,5,1,Art. 26a ust. 2 pkt 4 przewiduje czterech zastępców.
Czy funkcję wójta można łączyć z mandatem posła lub senatora?,Tak,Nie,Tylko z mandatem senatora,Tylko za zgodą rady,2,Art. 27 zakazuje łączenia funkcji wójta lub zastępcy m.in. z mandatem posła lub senatora.
Jaką większością rada podejmuje uchwałę w sprawie absolutorium dla wójta?,Zwykłą większością,Większością 2/3,Bezwzględną większością ustawowego składu rady,Jednomyślnie,3,Art. 28a ust. 2 przewiduje bezwzględną większość ustawowego składu.
Do kiedy co roku wójt przedstawia radzie raport o stanie gminy?,Do 30 kwietnia,Do 30 czerwca,Do 31 marca,Do 31 maja,4,Art. 28aa ust. 1 wskazuje termin 31 maja.
Czego dotyczy raport o stanie gminy?,"Podsumowania działalności wójta w roku poprzednim, w szczególności realizacji polityk, programów, strategii, uchwał i budżetu obywatelskiego",Wyłącznie wykonania podatków lokalnych,Tylko stanu zatrudnienia w urzędzie,Wyłącznie gospodarki odpadami,1,Art. 28aa ust. 2 określa szeroki zakres raportu.
Czy mieszkańcy mogą zabierać głos w debacie nad raportem o stanie gminy?,Nie,Tak,Tylko radni,Wyłącznie organizacje pozarządowe,2,Art. 28aa ust. 6 dopuszcza udział mieszkańców w debacie.
Ile podpisów musi poprzeć zgłoszenie mieszkańca do debaty nad raportem w gminie do 20 000 mieszkańców?,Co najmniej 10,Co najmniej 50,Co najmniej 20,Co najmniej 100,3,Art. 28aa ust. 7 pkt 1 wymaga co najmniej 20 podpisów.
Ile podpisów musi poprzeć zgłoszenie mieszkańca do debaty nad raportem w gminie powyżej 20 000 mieszkańców?,Co najmniej 20,Co najmniej 100,Co najmniej 300,Co najmniej 50,4,Art. 28aa ust. 7 pkt 2 wymaga co najmniej 50 podpisów.
Ilu mieszkańców może co do zasady zabrać głos w debacie nad raportem o stanie gminy?,"15, chyba że rada postanowi zwiększyć tę liczbę",5,10,30 bez możliwości zmiany,1,Art. 28aa ust. 8 przewiduje 15 mieszkańców z możliwością zwiększenia tej liczby.
Jaką większością rada udziela wójtowi wotum zaufania?,Zwykłą większością,Bezwzględną większością ustawowego składu rady,Większością 3/5,Większością 2/3,2,Art. 28aa ust. 9 wymaga bezwzględnej większości ustawowego składu.
Po ilu kolejnych latach nieudzielenia wotum zaufania rada może podjąć uchwałę o referendum w sprawie odwołania wójta?,Po jednym roku,Po trzech latach,Po dwóch kolejnych latach,Po czterech latach,3,Art. 28aa ust. 10 wskazuje dwa kolejne lata.
Jaki minimalny odsetek ustawowego składu rady musi złożyć wniosek o referendum w sprawie odwołania wójta z innej przyczyny niż absolutorium lub wotum zaufania?,Co najmniej 1/10,Co najmniej 1/3,Co najmniej połowa,Co najmniej 1/4,4,Art. 28b ust. 1 wymaga wniosku co najmniej 1/4 ustawowego składu rady.
Jaką większością rada podejmuje uchwałę o referendum w sprawie odwołania wójta w trybie art. 28b?,Co najmniej 3/5 głosów ustawowego składu rady,Zwykłą większością,Bezwzględną większością obecnych,Większością 2/3 obecnych,1,Art. 28b ust. 4 wymaga co najmniej 3/5 głosów ustawowego składu.
Po jakim czasie można ponowić odrzucony wniosek o referendum w trybie art. 28b?,Po 3 miesiącach,Po 12 miesiącach,Po 6 miesiącach,Po 24 miesiącach,2,Art. 28c przewiduje okres 12 miesięcy.
"Kto co do zasady pełni funkcję wójta po wygaśnięciu jego mandatu przed upływem kadencji, jeżeli powołano jednego zastępcę?",Przewodniczący rady,Wojewoda,Zastępca wójta,Skarbnik gminy,3,Art. 28f ust. 1 pkt 1 wskazuje zastępcę wójta.
"Kto pełni funkcję wójta po wygaśnięciu mandatu, gdy w gminie nie powołano zastępcy?",Przewodniczący rady,Wojewoda z urzędu,Sekretarz gminy,Osoba wyznaczona przez Prezesa Rady Ministrów,4,Art. 28f ust. 1 pkt 3 przewiduje osobę wyznaczoną przez Prezesa Rady Ministrów.
Czy choroba wójta trwająca powyżej 30 dni może stanowić przemijającą przeszkodę w wykonywaniu jego zadań?,Tak,Nie,Dopiero po 90 dniach,Tylko po uchwale rady,1,Art. 28g ust. 1 pkt 4 wymienia niezdolność do pracy z powodu choroby trwającej powyżej 30 dni.
W jakim terminie przewodniczący rady informuje wojewodę o przemijającej przeszkodzie w wykonywaniu zadań wójta?,7 dni,48 godzin od powzięcia wiadomości,14 dni,30 dni,2,Art. 28g ust. 7 przewiduje termin 48 godzin.
Kiedy wójt obejmuje obowiązki?,Z dniem ogłoszenia wyniku wyborów,Z chwilą objęcia gabinetu,Z chwilą złożenia ślubowania,Po zatwierdzeniu przez wojewodę,3,Art. 29a ust. 1 wiąże objęcie obowiązków ze złożeniem ślubowania.
Kto wykonuje uchwały rady gminy i zadania gminy określone przepisami prawa?,Przewodniczący rady,Wojewoda,Skarbnik,Wójt,4,Art. 30 ust. 1 powierza wykonywanie uchwał i zadań gminy wójtowi.
Czy gospodarowanie mieniem komunalnym należy do zadań wójta?,Tak,Nie,Wyłącznie do rady gminy,Tylko do skarbnika,1,Art. 30 ust. 2 wymienia gospodarowanie mieniem komunalnym wśród zadań wójta.
Czy wykonywanie budżetu należy do zadań wójta?,Nie,Tak,Wyłącznie do skarbnika,Do wojewody,2,Art. 30 ust. 2 wymienia wykonywanie budżetu jako zadanie wójta.
Komu wójt podlega w realizacji zadań własnych gminy?,Wojewodzie,Staroście,Wyłącznie radzie gminy,Regionalnej izbie obrachunkowej,3,"Art. 30 ust. 3 stanowi, że w realizacji zadań własnych wójt podlega wyłącznie radzie."
Kto kieruje bieżącymi sprawami gminy i reprezentuje ją na zewnątrz?,Przewodniczący rady,Sekretarz gminy,Wojewoda,Wójt,4,Art. 31 powierza te zadania wójtowi.
Kto opracowuje plan operacyjny ochrony przed powodzią oraz ogłasza i odwołuje pogotowie i alarm przeciwpowodziowy?,Wójt,Starosta,Przewodniczący rady,Komendant Policji,1,Art. 31a powierza te kompetencje wójtowi.
"Kto może zarządzić ewakuację z obszarów bezpośrednio zagrożonych, gdy inaczej nie można usunąć bezpośredniego niebezpieczeństwa dla życia lub mienia?",Rada gminy,Wójt,Skarbnik,Przewodniczący rady,2,Art. 31b ust. 1 przyznaje tę kompetencję wójtowi.
Przy pomocy czego wójt wykonuje zadania?,Rady gminy,Starostwa powiatowego,Urzędu gminy,Urzędu wojewódzkiego,3,"Art. 33 ust. 1 stanowi, że wójt wykonuje zadania przy pomocy urzędu gminy."
Kto nadaje regulamin organizacyjny urzędu gminy?,Rada gminy w uchwale,Wojewoda,Sekretarz gminy,Wójt w drodze zarządzenia,4,Art. 33 ust. 2 powierza nadanie regulaminu wójtowi.
Kto jest kierownikiem urzędu gminy?,Wójt,Sekretarz gminy,Przewodniczący rady,Skarbnik,1,"Art. 33 ust. 3 stanowi, że kierownikiem urzędu jest wójt."
Komu wójt może powierzyć prowadzenie określonych spraw gminy w swoim imieniu?,Wyłącznie przewodniczącemu rady,Zastępcy wójta lub sekretarzowi gminy,Wojewodzie,Staroście,2,Art. 33 ust. 4 przewiduje możliwość powierzenia spraw zastępcy lub sekretarzowi.
Kto określa organizację i zakres działania jednostki pomocniczej?,Wójt w zarządzeniu,Wojewoda,Rada gminy w odrębnym statucie po konsultacjach z mieszkańcami,Starosta,3,Art. 35 ust. 1 powierza to radzie gminy.
Jaki jest organ uchwałodawczy w sołectwie?,Rada sołecka,Sołtys,Rada gminy,Zebranie wiejskie,4,Art. 36 ust. 1 wskazuje zebranie wiejskie.
Jaki jest organ wykonawczy w sołectwie?,Sołtys,Zebranie wiejskie,Rada sołecka,Wójt,1,Art. 36 ust. 1 wskazuje sołtysa.
Kto wspomaga działalność sołtysa?,Rada gminy,Rada sołecka,Sekretarz gminy,Starosta,2,"Art. 36 ust. 1 stanowi, że działalność sołtysa wspomaga rada sołecka."
Czy sołtys korzysta z ochrony prawnej funkcjonariusza publicznego?,Nie,Tylko w czasie sesji rady,Tak,Wyłącznie na podstawie statutu,3,Art. 36 ust. 3 przyznaje sołtysowi taką ochronę.
Jaki organ jest wykonawczy w dzielnicy lub osiedlu?,Rada dzielnicy,Wójt,Zebranie wiejskie,Zarząd,4,Art. 37 ust. 2 wskazuje zarząd.
Czy przewodniczący organu wykonawczego jednostki pomocniczej może uczestniczyć w pracach rady gminy?,"Tak, na zasadach określonych w statucie, bez prawa udziału w głosowaniu",Nie,"Tak, z pełnym prawem głosu",Wyłącznie za zgodą wojewody,1,Art. 37a dopuszcza udział bez prawa głosowania.
Czym jest konwent przewodniczących organów wykonawczych jednostek pomocniczych?,Organem stanowiącym gminy,Organem opiniodawczo-doradczym wójta,Komisją rady gminy,Organem nadzoru,2,Art. 37d ust. 2 określa konwent jako organ opiniodawczo-doradczy wójta.
Kto co do zasady wydaje decyzje w indywidualnych sprawach z zakresu administracji publicznej?,Rada gminy,Przewodniczący rady,Wójt,Skarbnik,3,"Art. 39 ust. 1 przewiduje właściwość wójta, o ile przepisy szczególne nie stanowią inaczej."
Kogo wójt może upoważnić do wydawania decyzji administracyjnych w swoim imieniu?,Wyłącznie radnych,Tylko wojewodę,Wyłącznie sołtysa,Zastępców lub innych pracowników urzędu gminy,4,Art. 39 ust. 2 dopuszcza upoważnienie zastępców i innych pracowników urzędu.
Do jakiego organu co do zasady służy odwołanie od decyzji wydanej przez wójta?,Do samorządowego kolegium odwoławczego,Do wojewody,Do rady gminy,Do starosty,1,"Art. 39 ust. 5 wskazuje samorządowe kolegium odwoławcze, chyba że przepis szczególny stanowi inaczej."
Na jakim obszarze obowiązują akty prawa miejscowego stanowione przez gminę?,Na obszarze całego województwa,Na obszarze gminy,Na obszarze powiatu,Na terenie całego kraju,2,"Art. 40 ust. 1 stanowi, że akty te obowiązują na obszarze gminy."
Czy gmina może wydawać akty prawa miejscowego dotyczące wewnętrznego ustroju gminy i jednostek pomocniczych?,Nie,Tylko wojewoda może je wydawać,Tak,Wyłącznie w referendum,3,Art. 40 ust. 2 pkt 1 przewiduje taką kompetencję.
Czy rada gminy może wydawać przepisy porządkowe dla ochrony życia lub zdrowia obywateli oraz porządku i bezpieczeństwa publicznego?,Nie,"Tak, bez żadnych ograniczeń",Wyłącznie za zgodą sądu,"Tak, w zakresie nieuregulowanym w odrębnych ustawach lub innych przepisach powszechnie obowiązujących",4,Art. 40 ust. 3 dopuszcza przepisy porządkowe przy spełnieniu wskazanych warunków.
Czy przepisy porządkowe mogą przewidywać karę grzywny za naruszenie?,Tak,Nie,Wyłącznie karę nagany,Tylko karę administracyjną nakładaną przez wójta,1,Art. 40 ust. 4 dopuszcza grzywnę wymierzaną na zasadach prawa o wykroczeniach.
W jakiej formie rada gminy ustanawia akty prawa miejscowego?,W formie zarządzenia,W formie uchwały,W formie decyzji,W formie postanowienia,2,Art. 41 ust. 1 przewiduje formę uchwały.
Kto może wydać przepisy porządkowe w przypadku niecierpiącym zwłoki?,Przewodniczący rady w formie decyzji,Skarbnik w formie zarządzenia,Wójt w formie zarządzenia,Wojewoda w imieniu gminy,3,Art. 41 ust. 2 przyznaje tę kompetencję wójtowi.
"Co dzieje się z zarządzeniem wójta zawierającym przepisy porządkowe, jeśli rada nie zatwierdzi go na najbliższej sesji?",Pozostaje w mocy bezterminowo,Staje się uchwałą rady,Wymaga zatwierdzenia przez wojewodę,Traci moc,4,Art. 41 ust. 3 przewiduje utratę mocy w razie odmowy zatwierdzenia lub nieprzedstawienia zarządzenia.
Kogo wójt zawiadamia o przepisach porządkowych następnego dnia po ich ustanowieniu?,Wójtów sąsiednich gmin i starostę powiatu,Wyłącznie wojewodę,Prezesa Rady Ministrów,Sąd administracyjny,1,Art. 41 ust. 5 nakazuje przesłać je sąsiednim wójtom i staroście.
Ilu mieszkańców musi poprzeć obywatelską inicjatywę uchwałodawczą w gminie do 5000 mieszkańców?,Co najmniej 50,Co najmniej 100,Co najmniej 200,Co najmniej 300,2,Art. 41a ust. 2 pkt 1 przewiduje co najmniej 100 osób.
Ilu mieszkańców musi poprzeć obywatelską inicjatywę uchwałodawczą w gminie do 20 000 mieszkańców?,Co najmniej 100,Co najmniej 300,Co najmniej 200,Co najmniej 500,3,Art. 41a ust. 2 pkt 2 przewiduje co najmniej 200 osób.
Ilu mieszkańców musi poprzeć obywatelską inicjatywę uchwałodawczą w gminie powyżej 20 000 mieszkańców?,Co najmniej 100,Co najmniej 200,Co najmniej 1000,Co najmniej 300,4,Art. 41a ust. 2 pkt 3 przewiduje co najmniej 300 osób.
W jakim najpóźniejszym terminie projekt zgłoszony w obywatelskiej inicjatywie uchwałodawczej powinien stać się przedmiotem obrad rady?,Nie później niż po 3 miesiącach od złożenia projektu,W ciągu 7 dni,W ciągu 30 dni,W ciągu roku,1,Art. 41a ust. 3 przewiduje maksymalnie 3 miesiące.
Czym jest mienie komunalne?,Wyłącznie nieruchomościami gminy,"Własnością i innymi prawami majątkowymi gmin, ich związków oraz innych gminnych osób prawnych",Wyłącznie środkami pieniężnymi gminy,Mieniem Skarbu Państwa przekazanym wojewodzie,2,Art. 43 definiuje mienie komunalne szeroko jako własność i inne prawa majątkowe wskazanych podmiotów.
Kto samodzielnie decyduje o przeznaczeniu i sposobie wykorzystania składników mienia komunalnego?,Wyłącznie wojewoda,Regionalna izba obrachunkowa,"Podmioty mienia komunalnego, z zachowaniem wymogów prawa",Starosta,3,Art. 45 ust. 1 przyznaje tę samodzielność podmiotom mienia komunalnego.
Kto co do zasady składa oświadczenie woli w imieniu gminy w zakresie zarządu mieniem?,Przewodniczący rady,Skarbnik,Wojewoda,Jednoosobowo wójt,4,Art. 46 ust. 1 jako zasadę wskazuje jednoosobowe działanie wójta.
Czego wymaga skuteczność czynności prawnej mogącej spowodować powstanie zobowiązań pieniężnych?,Kontrasygnaty skarbnika lub osoby przez niego upoważnionej,Zgody wojewody,Podpisu przewodniczącego rady,Zatwierdzenia przez RIO w każdym przypadku,1,Art. 46 ust. 3 wymaga kontrasygnaty skarbnika lub upoważnionej osoby.
"Co robi skarbnik, który odmówił kontrasygnaty, ale otrzymał pisemne polecenie zwierzchnika?",Nadal nie może jej dokonać,Dokonuje kontrasygnaty i powiadamia radę gminy oraz RIO,Powiadamia wyłącznie prokuratora,Przekazuje sprawę wojewodzie bez kontrasygnaty,2,Art. 46 ust. 4 przewiduje dokonanie kontrasygnaty i zawiadomienie rady oraz RIO.
Czy rada gminy może bez zgody zebrania wiejskiego uszczuplić dotychczasowe prawa sołectwa do korzystania z mienia?,Tak,"Tak, jeśli wójt wyrazi zgodę",Nie,Tylko po opinii wojewody,3,Art. 48 ust. 2 zabrania takiego uszczuplenia bez zgody zebrania wiejskiego.
Czy gmina odpowiada za zobowiązania innych gminnych osób prawnych?,"Tak, zawsze",Tylko do połowy ich wartości,"Tak, jeżeli tak zdecyduje wojewoda",Co do zasady nie,4,Art. 49 ust. 1 rozdziela odpowiedzialność gminy i innych gminnych osób prawnych.
Jaki obowiązek ciąży na osobach uczestniczących w zarządzaniu mieniem komunalnym?,Zachowanie szczególnej staranności zgodnie z przeznaczeniem mienia i jego ochrona,Wyłącznie maksymalizacja zysku,Sprzedaż nieużywanego mienia w ciągu roku,Uzyskanie zgody wojewody na każdą czynność,1,Art. 50 ust. 1 wymaga szczególnej staranności i ochrony mienia.
"W jakiej formie pod rygorem nieważności zawiera się umowę, w której inwestor realizuje inwestycję dla wspólnoty w zamian za niższą opłatę za zajęcie pasa drogowego (art. 50a)?",W zwykłej formie pisemnej,W formie aktu notarialnego,Ustnie do protokołu,W formie uchwały rady,2,Art. 50a ust. 7 wymaga aktu notarialnego.
"Czy informacja o zawarciu umowy, w której inwestor realizuje inwestycję dla wspólnoty w zamian za niższą opłatę za zajęcie pasa drogowego (art. 50a), wraz z jej treścią podlega publikacji?",Nie,Wyłącznie po zakończeniu inwestycji,"Tak, m.in. w BIP i na stronie internetowej gminy",Tylko w urzędzie wojewódzkim,3,Art. 50a ust. 8 nakazuje niezwłoczną publikację.
Na jakiej podstawie gmina samodzielnie prowadzi gospodarkę finansową?,Na podstawie decyzji wojewody,Na podstawie planu powiatu,Wyłącznie na podstawie ustawy budżetowej państwa,Na podstawie uchwały budżetowej gminy,4,Art. 51 ust. 1 wskazuje uchwałę budżetową gminy.
Czy dochodami gminy mogą być wpływy z samoopodatkowania mieszkańców?,Tak,Nie,Tylko w mieście na prawach powiatu,Wyłącznie za zgodą ministra finansów,1,Art. 54 ust. 2 dopuszcza wpływy z samoopodatkowania mieszkańców.
W jaki sposób może nastąpić samoopodatkowanie mieszkańców?,Uchwałą rady bez referendum,Wyłącznie w drodze referendum gminnego,Zarządzeniem wójta,Decyzją wojewody,2,Art. 54 ust. 2 wymaga referendum gminnego.
Co muszą wskazywać uchwały i zarządzenia organów gminy dotyczące zobowiązań finansowych?,Wyłącznie termin spłaty,Nazwę banku,Źródła pokrycia zobowiązań,Opinię wojewody,3,Art. 58 ust. 1 nakazuje wskazanie źródeł pokrycia.
Kto odpowiada za prawidłową gospodarkę finansową gminy?,Rada gminy,Skarbnik,Regionalna izba obrachunkowa,Wójt,4,Art. 60 ust. 1 powierza odpowiedzialność wójtowi.
Kto ma wyłączne prawo dokonywania wydatków budżetowych gminy?,Wójt,Rada gminy,Skarbnik,Przewodniczący rady,1,Art. 60 ust. 2 pkt 3 przyznaje to prawo wójtowi.
Czy gospodarka finansowa gminy jest jawna?,Nie,Tak,Tylko po zakończeniu roku budżetowego,Tylko dla radnych,2,Art. 61 ust. 1 ustanawia zasadę jawności.
Kto ogłasza uchwałę budżetową i sprawozdanie z jej wykonania?,Przewodniczący rady,Skarbnik,Wójt,Wojewoda,3,Art. 61 ust. 2 nakłada ten obowiązek na wójta.
Kto kontroluje gospodarkę finansową gmin i związków?,Wojewodowie,Starostowie,Sądy rejonowe,Regionalne izby obrachunkowe,4,Art. 62 wskazuje regionalne izby obrachunkowe.
W jakim celu gminy mogą tworzyć związki międzygminne?,W celu wspólnego wykonywania zadań publicznych lub wspólnej obsługi,Wyłącznie w celu prowadzenia wyborów,Tylko w celu poboru podatków,Wyłącznie dla promocji turystycznej,1,Art. 64 ust. 1 wskazuje wspólne wykonywanie zadań publicznych i wspólną obsługę.
Kto podejmuje uchwały o utworzeniu związku międzygminnego?,Wójtowie,Rady zainteresowanych gmin,Wojewoda,Sejmik województwa,2,Art. 64 ust. 2 powierza te uchwały radom zainteresowanych gmin.
Kiedy prawa i obowiązki gmin związane z zadaniami przekazanymi związkowi przechodzą na związek?,Z dniem podjęcia pierwszej uchwały,Po upływie 30 dni,Z dniem ogłoszenia statutu związku,Z dniem podpisania porozumienia przez wójtów,3,Art. 64 ust. 3 wiąże skutek z ogłoszeniem statutu.
Czy związek międzygminny posiada osobowość prawną?,Nie,Tylko po zgodzie wojewody,Wyłącznie jeśli ma co najmniej 5 gmin,Tak,4,Art. 65 ust. 2 przyznaje związkowi osobowość prawną.
Czy związek wykonuje zadania publiczne we własnym imieniu i na własną odpowiedzialność?,Tak,Nie,W imieniu wojewody,W imieniu wszystkich wójtów osobiście,1,Art. 65 ust. 1 ustanawia tę zasadę.
Kogo gmina informuje o zamiarze przystąpienia do związku?,Prezesa Rady Ministrów,Wojewodę,Starostę,Regionalną izbę obrachunkową,2,Art. 66 nakazuje poinformować wojewodę.
Jaką większością rada przyjmuje statut związku przy jego tworzeniu lub przystępowaniu do związku?,Zwykłą większością,Większością 2/3,Bezwzględną większością głosów ustawowego składu rady,Jednomyślnie,3,Art. 67 ust. 1 wymaga bezwzględnej większości ustawowego składu.
Z kim uzgadnia się projekt statutu związku?,Z RIO,Z ministrem finansów,Z sądem administracyjnym,Z wojewodą,4,Art. 67 ust. 1a przewiduje uzgodnienie z wojewodą.
W jakim terminie wojewoda zajmuje stanowisko wobec projektu statutu związku?,30 dni,7 dni,14 dni,3 miesiące,1,Art. 67 ust. 1b przewiduje termin 30 dni.
Kiedy związek międzygminny nabywa osobowość prawną?,Z dniem podjęcia uchwały przez pierwszą gminę,Z dniem ogłoszenia statutu,Po roku działalności,Po wpisie do KRS,2,Art. 67 ust. 2b wiąże nabycie osobowości prawnej z ogłoszeniem statutu.
Kto prowadzi rejestr związków międzygminnych?,Wojewoda,Prezes Rady Ministrów,Minister właściwy do spraw administracji publicznej,Regionalna izba obrachunkowa,3,Art. 68 ust. 1 wskazuje ministra właściwego do spraw administracji publicznej.
Jaki jest organ stanowiący i kontrolny związku międzygminnego?,Zarząd związku,Rada gminy największej gminy,Wojewoda,Zgromadzenie związku,4,Art. 69 ust. 1 określa zgromadzenie jako organ stanowiący i kontrolny.
Kto co do zasady wchodzi w skład zgromadzenia związku?,Wójtowie gmin uczestniczących w związku,Przewodniczący rad gmin,Skarbnicy gmin,Wojewodowie,1,Art. 70 ust. 1 wskazuje wójtów.
Jaką większością podejmowane są uchwały zgromadzenia związku?,Zwykłą większością obecnych,Bezwzględną większością głosów statutowej liczby członków,Większością 2/3,Jednomyślnie,2,Art. 71 wymaga bezwzględnej większości statutowej liczby członków.
W jakim terminie członek zgromadzenia może wnieść pisemny sprzeciw wobec uchwały?,14 dni,30 dni,W ciągu 7 dni od jej podjęcia,3 miesiące,3,Art. 72 ust. 1 przewiduje termin 7 dni.
Jaki skutek ma wniesienie sprzeciwu wobec uchwały zgromadzenia?,Nie ma żadnego skutku,Automatycznie uchyla uchwałę,Powoduje rozwiązanie związku,Wstrzymuje wykonanie uchwały i powoduje ponowne rozpatrzenie sprawy,4,Art. 72 ust. 2 wskazuje te dwa skutki.
Jaki jest organ wykonawczy związku międzygminnego?,Zarząd,Zgromadzenie,Wojewoda,Rada gminy,1,Art. 73 ust. 1 określa zarząd jako organ wykonawczy.
Kto uchwala plan finansowy związku międzygminnego?,Zarząd związku,Zgromadzenie związku,Wojewoda,RIO,2,Art. 73a ust. 2 powierza uchwalanie planu finansowego zgromadzeniu.
