pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Czy obowiązek zachowania się z godnością dotyczy pracownika także poza miejscem pracy?,Tak,Nie,Tylko poza godzinami pracy w urzędzie,Wyłącznie osób pełniących funkcje z wyboru,1,Art. 24 ust. 2 pkt 6 obejmuje zachowanie z godnością w miejscu pracy i poza nim.
Czy pracownik samorządowy ma obowiązek stale podnosić umiejętności i kwalifikacje zawodowe?,Nie,Tak,Tylko gdy otrzyma polecenie,Wyłącznie w okresie służby przygotowawczej,2,Art. 24 ust. 2 pkt 7 przewiduje stałe podnoszenie kwalifikacji.
Czy pracownik ma obowiązek wykonywać polecenia przełożonego?,Nie,Tylko polecenia pisemne,"Tak, sumiennie i starannie",Wyłącznie polecenia kierownika jednostki,3,Art. 25 ust. 1 przewiduje sumienne i staranne wykonywanie poleceń przełożonego.
"Co powinien zrobić pracownik przekonany, że polecenie jest niezgodne z prawem albo zawiera znamiona pomyłki?",Odmówić bez informowania kogokolwiek,Wykonać polecenie bez zastrzeżeń,Powiadomić wyłącznie policję,Poinformować o tym na piśmie bezpośredniego przełożonego,4,Art. 25 ust. 2 nakazuje pisemne poinformowanie bezpośredniego przełożonego.
"Co powinien zrobić pracownik po pisemnym potwierdzeniu polecenia, które uważa za niezgodne z prawem lub błędne?",Wykonać je i jednocześnie zawiadomić kierownika jednostki,Zawsze odmówić wykonania,Zawiadomić wyłącznie wojewodę,Złożyć wypowiedzenie,1,Art. 25 ust. 2 przewiduje wykonanie potwierdzonego polecenia i zawiadomienie kierownika.
Kiedy pracownik samorządowy nie wykonuje polecenia przełożonego?,Gdy polecenie jest niewygodne,"Gdy jest przekonany, że prowadziłoby do przestępstwa, wykroczenia lub groziło niepowetowanymi stratami",Gdy wymaga dodatkowej pracy,Gdy pochodzi od bezpośredniego przełożonego,2,Art. 25 ust. 3 wymienia te przypadki odmowy wykonania polecenia.
"Kogo pracownik powinien niezwłocznie poinformować, gdy nie wykonuje polecenia prowadzącego do przestępstwa, wykroczenia lub niepowetowanych strat (art. 25 ust. 3)?",Radę gminy,Wojewodę,Kierownika jednostki,Policję w każdym przypadku,3,Art. 25 ust. 3 nakazuje niezwłocznie poinformować kierownika jednostki.
Czy małżonkowie mogą pozostawać w bezpośredniej podległości służbowej w tej samej jednostce samorządowej?,Tak,Tylko za zgodą kierownika,Tylko na stanowiskach pomocniczych,Nie,4,Art. 26 zakazuje takiej sytuacji.
Do którego stopnia pokrewieństwa ustawa obejmuje zakaz bezpośredniej podległości służbowej?,Do drugiego stopnia włącznie,Do pierwszego stopnia,Do trzeciego stopnia,Do czwartego stopnia,1,Art. 26 obejmuje pokrewieństwo do drugiego stopnia włącznie.
Do którego stopnia powinowactwa ustawa obejmuje zakaz bezpośredniej podległości służbowej?,Drugiego stopnia,Pierwszego stopnia,Trzeciego stopnia,Nie obejmuje powinowactwa,2,Art. 26 obejmuje powinowactwo pierwszego stopnia.
Czy pracownik urzędniczy podlega okresowej ocenie?,Nie,Tylko pracownik kierowniczy,Tak,Wyłącznie osoba zatrudniona krócej niż rok,3,"Art. 27 ust. 1 obejmuje oceną pracowników na stanowiskach urzędniczych, w tym kierowniczych."
Kto dokonuje okresowej oceny pracownika samorządowego?,Kierownik jednostki w każdym przypadku osobiście,Komisja rekrutacyjna,Wojewoda,Bezpośredni przełożony,4,Art. 27 ust. 2 wskazuje bezpośredniego przełożonego.
W jakiej formie sporządza się okresową ocenę?,Na piśmie,Wyłącznie ustnie,W formie uchwały,W formie decyzji administracyjnej,1,Art. 27 ust. 2 przewiduje ocenę na piśmie.
Jak często co najmniej dokonuje się okresowej oceny?,Raz na 5 lat,Nie rzadziej niż raz na 2 lata,Raz na 3 lata,Raz na 6 miesięcy,2,Art. 27 ust. 2 przewiduje ocenę nie rzadziej niż raz na 2 lata.
Jak często najczęściej można dokonywać okresowej oceny?,Nie częściej niż raz na miesiąc,Nie częściej niż raz w roku,Nie częściej niż raz na 6 miesięcy,Nie ma ograniczenia,3,Art. 27 ust. 2 przewiduje dolny odstęp 6 miesięcy między ocenami.
W jakim terminie pracownik może odwołać się od okresowej oceny?,W ciągu 3 dni,W ciągu 14 dni,W ciągu 30 dni,W ciągu 7 dni od jej doręczenia,4,Art. 27 ust. 5 przewiduje termin 7 dni.
Do kogo pracownik odwołuje się od okresowej oceny?,Do kierownika jednostki,Do wojewody,Do sądu pracy bezpośrednio,Do komisji rekrutacyjnej,1,Art. 27 ust. 5 wskazuje kierownika jednostki.
W jakim terminie rozpatruje się odwołanie od oceny okresowej?,7 dni,14 dni od wniesienia,30 dni,2 miesiące,2,Art. 27 ust. 6 przewiduje termin 14 dni.
Co może nastąpić po uwzględnieniu odwołania od oceny?,Wyłącznie uchylenie umowy o pracę,Automatyczny awans,Zmiana oceny albo dokonanie oceny po raz drugi,Skierowanie do nowego naboru,3,Art. 27 ust. 7 przewiduje zmianę oceny albo ponowne jej dokonanie.
Po jakim minimalnym czasie można dokonać ponownej oceny po ocenie negatywnej?,Po miesiącu,Po 6 miesiącach,Po roku,Po 3 miesiącach,4,Art. 27 ust. 8 przewiduje co najmniej 3 miesiące.
Jaki skutek ma ponowna negatywna ocena pracownika urzędniczego?,Rozwiązanie umowy o pracę z zachowaniem okresów wypowiedzenia,Natychmiastowe rozwiązanie bez wypowiedzenia,Wyłącznie nagana,Automatyczne przeniesienie na niższe stanowisko,1,Art. 27 ust. 9 wiąże ponowną negatywną ocenę z rozwiązaniem umowy za wypowiedzeniem.
Kto określa sposób dokonywania okresowych ocen i kryteria oceniania?,Rada Ministrów,Kierownik jednostki w drodze zarządzenia,Wojewoda,Rada gminy,2,Art. 28 powierza te kwestie kierownikowi jednostki.
Czy w planach finansowych jednostek samorządowych przewiduje się środki na podnoszenie wiedzy i kwalifikacji pracowników?,Nie,Tylko na stanowiska kierownicze,Tak,Wyłącznie na szkolenia obowiązkowe,3,Art. 29 ust. 2 nakazuje przewidzieć takie środki.
Czy pracownik urzędniczy może wykonywać zajęcia wywołujące uzasadnione podejrzenie o stronniczość lub interesowność?,Tak,Tylko poza godzinami pracy,"Tak, za zgodą przełożonego",Nie,4,Art. 30 ust. 1 wprowadza zakaz takich zajęć.
Jaki skutek ma stwierdzenie wykonywania przez urzędnika zajęć sprzecznych z jego obowiązkami lub budzących podejrzenie o stronniczość albo interesowność (art. 30 ust. 1)?,Niezwłoczne rozwiązanie stosunku pracy bez wypowiedzenia albo odwołanie ze stanowiska,Upomnienie,Naganna ocena okresowa,Obniżenie wynagrodzenia o 10%,1,Art. 30 ust. 2 przewiduje rozwiązanie bez wypowiedzenia lub odwołanie.
Czy pracownik urzędniczy ma obowiązek złożyć oświadczenie o prowadzeniu działalności gospodarczej?,Nie,Tak,Tylko pracownik kierowniczy,Wyłącznie sekretarz,2,Art. 31 ust. 1 nakłada taki obowiązek.
Co pracownik powinien określić w oświadczeniu o prowadzeniu działalności gospodarczej?,Wyłącznie wysokość dochodów,Nazwy wszystkich kontrahentów,Charakter prowadzonej działalności,Tylko numer rachunku bankowego,3,Art. 31 ust. 2 wymaga określenia charakteru działalności.
W jakim terminie pracownik składa oświadczenie o podjęciu działalności gospodarczej lub zmianie jej charakteru?,W ciągu 7 dni,W ciągu 14 dni,W ciągu 3 miesięcy,W ciągu 30 dni,4,Art. 31 ust. 3 przewiduje termin 30 dni.
Komu pracownik składa oświadczenie o prowadzeniu działalności gospodarczej?,Kierownikowi jednostki,Wojewodzie,Przewodniczącemu rady,Urzędowi skarbowemu,1,Art. 31 ust. 3 wskazuje kierownika jednostki.
Jaka kara może zostać nałożona za niezłożenie w terminie oświadczenia o prowadzeniu działalności gospodarczej?,Grzywna do 10 000 zł,Upomnienie albo nagana,Automatyczne zwolnienie,Pozbawienie praw publicznych,2,Art. 31 ust. 4 przewiduje karę upomnienia albo nagany.
Jaką odpowiedzialność może powodować podanie nieprawdy w oświadczeniu o działalności gospodarczej?,Wyłącznie odpowiedzialność cywilną,Tylko odpowiedzialność porządkową,Odpowiedzialność z art. 233 § 1 Kodeksu karnego,Brak odpowiedzialności,3,Art. 31 ust. 5 odsyła do art. 233 § 1 Kodeksu karnego.
Czy pracownik urzędniczy może być zobowiązany do złożenia oświadczenia o stanie majątkowym?,Nie,Tylko po prawomocnym skazaniu,Wyłącznie na żądanie CBA,"Tak, na żądanie osoby upoważnionej do czynności z zakresu prawa pracy",4,Art. 32 ust. 1 przewiduje taki obowiązek na żądanie upoważnionej osoby.
Kto analizuje dane z oświadczenia o stanie majątkowym pracownika z art. 32?,Kierownik jednostki,Wojewoda,Rada gminy,Urząd skarbowy jako jedyny organ,1,Art. 32 ust. 2 powierza analizę kierownikowi jednostki.
Czy przepisy o okresowej ocenie stosuje się do pracowników zatrudnionych na podstawie wyboru i powołania?,Tak,Nie,Tylko do wójta,Tylko do skarbnika,2,Zgodnie z art 34 ust 1 okresowej oceny nie stosuje się do pracowników zatrudnionych na podstawie wyboru i powołania.
Czy do sekretarza stosuje się przepisy o oświadczeniu o działalności gospodarczej z art. 31?,Tak,Tylko raz po zatrudnieniu,Nie,Wyłącznie gdy prowadzi działalność przed zatrudnieniem,3,Art. 34 ust. 2 wyłącza wobec sekretarza art. 31 i 32.
Co dzieje się ze stosunkiem pracy pracownika samorządowego tymczasowo aresztowanego?,Ulega automatycznemu rozwiązaniu,Pozostaje bez zmian,Przekształca się w urlop bezpłatny,Ulega zawieszeniu z mocy prawa,4,Art. 35 ust. 1 przewiduje zawieszenie z mocy prawa.
Jakie wynagrodzenie otrzymuje pracownik w okresie zawieszenia z powodu tymczasowego aresztowania?,Połowę wynagrodzenia przysługującego do dnia aresztowania,Pełne wynagrodzenie,25% wynagrodzenia,Nie otrzymuje wynagrodzenia,1,Art. 35 ust. 2 przewiduje połowę wynagrodzenia.
Co dzieje się z pozostałą częścią wynagrodzenia po umorzeniu postępowania karnego albo uniewinnieniu?,Przepada,"Należy ją wypłacić, z wyjątkiem warunkowego umorzenia postępowania",Wypłaca się wyłącznie połowę,Wypłaca ją Skarb Państwa zamiast pracodawcy,2,Art. 35 ust. 3 przewiduje wypłatę pozostałej części z wyjątkiem warunkowego umorzenia.
Od czego powinno zależeć wynagrodzenie pracownika samorządowego?,Wyłącznie od wieku,Tylko od stażu pracy,Od zajmowanego stanowiska i posiadanych kwalifikacji zawodowych,Wyłącznie od decyzji wojewody,3,Art. 36 ust. 1 wiąże wynagrodzenie ze stanowiskiem i kwalifikacjami.
Czy pracownikowi samorządowemu przysługuje wynagrodzenie zasadnicze?,Nie,Tylko pracownikowi kierowniczemu,Wyłącznie osobie z wyboru,Tak,4,Art. 36 ust. 2 wymienia wynagrodzenie zasadnicze.
Czy pracownikowi samorządowemu przysługuje dodatek za wieloletnią pracę?,Tak,Nie,Tylko wójtowi,Wyłącznie po 20 latach pracy,1,Art. 36 ust. 2 wymienia dodatek za wieloletnią pracę.
Czy pracownikowi samorządowemu przysługuje nagroda jubileuszowa?,Nie,Tak,Tylko pracownikowi kierowniczemu,Wyłącznie osobie zatrudnionej z wyboru,2,Art. 36 ust. 2 przewiduje nagrodę jubileuszową.
Czy pracownikowi samorządowemu przysługuje jednorazowa odprawa przy przejściu na emeryturę lub rentę z tytułu niezdolności do pracy?,Nie,Tylko wójtowi,Tak,Wyłącznie po 30 latach pracy,3,Art. 36 ust. 2 przewiduje taką odprawę.
Czy wójtowi przysługuje dodatek specjalny?,Nie,Tylko za zgodą wojewody,Wyłącznie w pierwszym roku kadencji,Tak,4,"Art. 36 ust. 3 przewiduje dodatek specjalny dla wójta, starosty i marszałka."
Czy pracownikowi samorządowemu może zostać przyznany dodatek funkcyjny?,Tak,Nie,Tylko wójtowi,Wyłącznie pracownikowi pomocniczemu,1,Art. 36 ust. 4 dopuszcza dodatek funkcyjny.
Czy za okresowe zwiększenie obowiązków lub dodatkowe zadania można przyznać dodatek specjalny?,Nie,Tak,Tylko pracownikowi z wyboru,Wyłącznie po 10 latach pracy,2,Art. 36 ust. 5 dopuszcza dodatek specjalny z tego tytułu.
Czy za szczególne osiągnięcia zawodowe pracownik zatrudniony z powołania lub na umowę o pracę może otrzymać nagrodę?,Nie,Tylko pracownik z wyboru,Tak,Wyłącznie kierownik jednostki,3,Art. 36 ust. 6 dopuszcza nagrodę dla pracowników z art. 4 ust. 1 pkt 2 i 3.
Kto określa w rozporządzeniu wykaz stanowisk i minimalne wymagania kwalifikacyjne pracowników samorządowych?,Minister właściwy do spraw administracji publicznej samodzielnie,Wojewoda,Rada gminy,Rada Ministrów,4,Art. 37 ust. 1 powierza te kwestie Radzie Ministrów.
"Jaki jest maksymalny miesięczny poziom wynagrodzenia osób zatrudnionych na podstawie wyboru, określony ustawowo w relacji do kwoty bazowej?","11,2-krotność kwoty bazowej",8-krotność kwoty bazowej,10-krotność kwoty bazowej,12-krotność kwoty bazowej,1,"Art. 37 ust. 3 ustala limit 11,2-krotności kwoty bazowej."
Jaki minimalny poziom wynagrodzenia osób zatrudnionych na podstawie wyboru przewiduje art. 37 ust. 4?,Nie mniej niż 50% maksimum,Nie mniej niż 80% maksymalnego wynagrodzenia określonego dla danego stanowiska,Nie mniej niż 60% maksimum,Nie mniej niż 90% maksimum,2,Art. 37 ust. 4 ustala minimum na poziomie 80% maksymalnego wynagrodzenia.
Po ilu latach pracy zaczyna przysługiwać dodatek za wieloletnią pracę?,Po 3 latach,Po 10 latach,Po 5 latach,Po 15 latach,3,Art. 38 ust. 1 przewiduje pierwszy dodatek po 5 latach pracy.
Ile wynosi dodatek za wieloletnią pracę po 5 latach pracy?,3%,10%,20%,5% miesięcznego wynagrodzenia zasadniczego,4,Art. 38 ust. 1 przewiduje 5% po 5 latach pracy.
O ile wzrasta dodatek za wieloletnią pracę za każdy dalszy rok?,O 1 punkt procentowy,"O 0,5 punktu procentowego",O 2 punkty procentowe,Nie wzrasta,1,Art. 38 ust. 1 przewiduje wzrost o 1% za każdy dalszy rok.
Jaki jest maksymalny poziom dodatku za wieloletnią pracę?,15%,20% miesięcznego wynagrodzenia zasadniczego,25%,30%,2,Art. 38 ust. 1 ogranicza dodatek do 20%.
Jaka nagroda jubileuszowa przysługuje po 20 latach pracy?,50%,100%,75% wynagrodzenia miesięcznego,150%,3,Art. 38 ust. 2 pkt 1 przewiduje 75% wynagrodzenia.
Jaka nagroda jubileuszowa przysługuje po 25 latach pracy?,75%,150%,200%,100% wynagrodzenia miesięcznego,4,Art. 38 ust. 2 pkt 2 przewiduje 100% wynagrodzenia.
Jaka nagroda jubileuszowa przysługuje po 30 latach pracy?,150% wynagrodzenia miesięcznego,100%,200%,300%,1,Art. 38 ust. 2 pkt 3 przewiduje 150% wynagrodzenia.
Jaka nagroda jubileuszowa przysługuje po 35 latach pracy?,150%,200% wynagrodzenia miesięcznego,250%,300%,2,Art. 38 ust. 2 pkt 4 przewiduje 200% wynagrodzenia.
Jaka nagroda jubileuszowa przysługuje po 40 latach pracy?,200%,250%,300% wynagrodzenia miesięcznego,400%,3,Art. 38 ust. 2 pkt 5 przewiduje 300% wynagrodzenia.
Jaka nagroda jubileuszowa przysługuje po 45 latach pracy?,300%,350%,500%,400% wynagrodzenia miesięcznego,4,Art. 38 ust. 2 pkt 6 przewiduje 400% wynagrodzenia.
Jaka odprawa emerytalna lub rentowa przysługuje po 10 latach pracy?,Dwumiesięczne wynagrodzenie,Jednomiesięczne wynagrodzenie,Trzymiesięczne wynagrodzenie,Sześciomiesięczne wynagrodzenie,1,Art. 38 ust. 3 pkt 1 przewiduje odprawę w wysokości dwumiesięcznego wynagrodzenia.
Jaka odprawa emerytalna lub rentowa przysługuje po 15 latach pracy?,Dwumiesięczne wynagrodzenie,Trzymiesięczne wynagrodzenie,Czteromiesięczne wynagrodzenie,Sześciomiesięczne wynagrodzenie,2,Art. 38 ust. 3 pkt 2 przewiduje odprawę trzymiesięczną.
Jaka odprawa emerytalna lub rentowa przysługuje po 20 latach pracy?,Trzymiesięczne wynagrodzenie,Czteromiesięczne wynagrodzenie,Sześciomiesięczne wynagrodzenie,Dwunastomiesięczne wynagrodzenie,3,Art. 38 ust. 3 pkt 3 przewiduje odprawę sześciomiesięczną.
"Czy do stażu uprawniającego do dodatku stażowego, nagrody jubileuszowej i odprawy wlicza się poprzednio zakończone okresy zatrudnienia?",Nie,Tylko zatrudnienie u tego samego pracodawcy,Wyłącznie pracę w samorządzie,"Tak, oraz inne okresy podlegające wliczeniu na mocy odrębnych przepisów",4,Art. 38 ust. 5 przewiduje zaliczanie wszystkich poprzednio zakończonych okresów zatrudnienia.
Kto określa w regulaminie wynagradzania wymagania kwalifikacyjne dla pracowników zatrudnionych na umowę o pracę?,Pracodawca,Rada Ministrów jako jedyny podmiot,Wojewoda,Rada gminy w uchwale,1,Art. 39 ust. 1 powierza pracodawcy określenie tych wymagań w regulaminie.
Kto określa maksymalne miesięczne wynagrodzenie kierowników i zastępców kierowników jednostek budżetowych oraz samorządowych zakładów budżetowych?,Rada Ministrów,"Wójt, starosta lub marszałek w drodze zarządzenia",Rada gminy,Wojewoda,2,Art. 39 ust. 3 przyznaje tę kompetencję odpowiedniemu organowi wykonawczemu.
"Jaka odprawa przysługuje osobie zatrudnionej z wyboru, której stosunek pracy rozwiązano w związku z upływem kadencji?",Jednomiesięczne wynagrodzenie,Dwumiesięczne wynagrodzenie,Trzymiesięczne wynagrodzenie,Sześciomiesięczne wynagrodzenie,3,Art. 40 ust. 1 przewiduje odprawę trzymiesięczną.
"Czy odprawa kadencyjna przysługuje, jeżeli osoba zostaje ponownie zatrudniona w najbliższej kadencji na podstawie wyboru w tym samym urzędzie?",Tak,"Tak, ale w połowie wysokości",Tylko za zgodą rady,Nie,4,Art. 40 ust. 2 wyłącza odprawę w takiej sytuacji.
Czy pracownikowi wykonującemu zadanie służbowe poza miejscowością siedziby pracodawcy przysługują należności z tytułu podróży służbowej?,Tak,Nie,Tylko pracownikowi kierowniczemu,Wyłącznie osobie z wyboru,1,Art. 41 przewiduje należności z tytułu podróży służbowej.
Co powinien zapewniać rozkład czasu pracy określony w regulaminie pracy jednostki?,Wyłącznie pracę od 8:00 do 16:00,Możliwość załatwiania spraw przez obywateli w dogodnym dla nich czasie,Brak pracy w poniedziałki,Jednakowe godziny we wszystkich urzędach w Polsce,2,Art. 42 ust. 1 wiąże rozkład czasu pracy z dogodnym załatwianiem spraw przez obywateli.
Czy pracownik samorządowy może wykonywać pracę w godzinach nadliczbowych na polecenie przełożonego?,Nie,Tylko za zgodą wojewody,"Tak, jeśli wymagają tego potrzeby jednostki",Wyłącznie pracownik na stanowisku kierowniczym,3,Art. 42 ust. 2 dopuszcza pracę w godzinach nadliczbowych.
"Czy wyjątkowo praca nadliczbowa może być wykonywana w porze nocnej, niedziele i święta?",Nie,Tylko wójt może ją wykonywać,Wyłącznie za zgodą rady gminy,Tak,4,Art. 42 ust. 2 dopuszcza to w wyjątkowych przypadkach.
Czy kobiety w ciąży mogą być zobowiązane do pracy w godzinach nadliczbowych na podstawie art. 42 ust. 2?,Nie,Tak,"Tak, do 2 godzin dziennie",Tylko za zgodą lekarza,1,Art. 42 ust. 3 wyłącza kobiety w ciąży z tego obowiązku.
Do jakiego wieku dziecka pracownik opiekujący się nim nie może być bez swojej zgody zobowiązany do pracy nadliczbowej na zasadach art. 42 ust. 3?,Do 4 lat,Do 8 lat,Do 6 lat,Do 10 lat,2,Art. 42 ust. 3 obejmuje pracowników opiekujących się dziećmi w wieku do 8 lat.
Co przysługuje pracownikowi za pracę w godzinach nadliczbowych?,Wyłącznie wynagrodzenie,Wyłącznie czas wolny,Według jego wyboru wynagrodzenie albo czas wolny w tym samym wymiarze,Dodatek 100% bez wyboru,3,Art. 42 ust. 4 pozostawia pracownikowi wybór między wynagrodzeniem a czasem wolnym.
Czy czas wolny za nadgodziny może na wniosek pracownika przypadać bezpośrednio przed lub po urlopie wypoczynkowym?,Nie,Tylko przed urlopem,Wyłącznie po urlopie,Tak,4,Art. 42 ust. 4 dopuszcza udzielenie wolnego bezpośrednio przed lub po urlopie.
Jakie przepisy stosuje się w sprawach nieuregulowanych ustawą o pracownikach samorządowych?,Odpowiednio przepisy Kodeksu pracy,Kodeks postępowania administracyjnego,Kodeks cywilny w całości,Prawo o stowarzyszeniach,1,Art. 43 ust. 1 odsyła do Kodeksu pracy.
Kto rozpoznaje spory ze stosunku pracy pracowników samorządowych?,Wojewoda,Właściwe sądy pracy,Samorządowe kolegium odwoławcze,Regionalna izba obrachunkowa,2,Art. 43 ust. 2 wskazuje właściwe sądy pracy.
Co dzieje się z pracownikami dotychczasowych urzędów po utworzeniu nowej jednostki samorządu terytorialnego w wyniku połączenia?,Ich stosunki pracy zawsze wygasają,Przechodzą do urzędu wojewódzkiego,Stają się pracownikami urzędu nowej jednostki,Muszą brać udział w nowym naborze,3,Art. 43a przewiduje przejście pracowników do urzędu nowej jednostki.
Co dzieje się ze stosunkami pracy z wyboru w dotychczasowych urzędach po utworzeniu nowej jednostki w wyniku połączenia?,Trwają do końca pierwotnej kadencji,Przekształcają się w umowy o pracę,Są zawieszane na 3 miesiące,Wygasają z dniem utworzenia nowej jednostki,4,Art. 43b ust. 1 przewiduje ich wygaśnięcie.
Jaki skutek ma wygaśnięcie stosunku pracy wójta przy utworzeniu nowej jednostki?,Jest równoznaczne z odwołaniem jego zastępcy lub zastępców,Nie wpływa na zastępców,Powoduje przejście zastępców do wojewody,Automatycznie przedłuża kadencję zastępców,1,Art. 43b ust. 2 wiąże wygaśnięcie stosunku pracy wójta z odwołaniem zastępców.
"Po jakim czasie od utworzenia nowej jednostki co do zasady wygasają stosunki pracy sekretarza i skarbnika, jeśli nie zaproponowano im nowych warunków?",Po 7 dniach,Po upływie jednego miesiąca,Po 14 dniach,Po 3 miesiącach,2,Art. 43c ust. 1 przewiduje okres jednego miesiąca.
"Najpóźniej ile dni przed upływem miesiąca należy zaproponować sekretarzowi lub skarbnikowi nowe warunki pracy lub płacy, aby uniknąć wygaśnięcia na tej podstawie?",7 dni,21 dni,14 dni,30 dni,3,Art. 43c ust. 1 wymaga propozycji najpóźniej na 14 dni przed upływem terminu.
Ile dni ma sekretarz lub skarbnik na przyjęcie zaproponowanych nowych warunków?,3 dni,14 dni,30 dni,7 dni,4,Art. 43c ust. 1 przewiduje 7 dni od zaproponowania warunków.
"Jakie skutki wywołuje wygaśnięcie stosunku pracy sekretarza lub skarbnika po utworzeniu nowej jednostki samorządu, gdy nie zaproponowano mu nowych warunków albo ich nie przyjął (art. 43c)?",Takie jak rozwiązanie stosunku pracy za wypowiedzeniem,Takie jak rozwiązanie dyscyplinarne,Brak skutków pracowniczych,Takie jak porzucenie pracy,1,Art. 43c ust. 2 odsyła do skutków rozwiązania stosunku pracy za wypowiedzeniem.
"Co stało się z dniem wejścia w życie ustawy ze stosunkami pracy z powołania osób innych niż zastępcy wójta i skarbnicy, których art. 4 ust. 1 pkt 2 nadal obejmuje powołaniem?",Wygasły,Co do zasady przekształciły się w umowy o pracę na czas nieokreślony,Przekształciły się w mianowanie,Stały się umowami na czas określony,2,Art. 53 ust. 1 przewidział takie przekształcenie.
"Czy pracownicy kierowniczy zatrudnieni przed wejściem w życie ustawy, którzy nie spełniali wymogu stażowego z art. 6 ust. 4 pkt 1, mogli nadal pracować?",Nie,Tylko przez rok,Tak,Wyłącznie za zgodą wojewody,3,Art. 53 ust. 2 wyłączył wobec nich ten warunek.
Czy pracownicy kierowniczy niespełniający wymogu wyższego wykształcenia w dniu wejścia w życie ustawy mogli pozostać na dotychczasowych stanowiskach?,Nie,Tylko do końca roku,Wyłącznie po zdaniu egzaminu,Tak,4,Art. 53 ust. 3 dopuścił dalsze zatrudnienie takich osób.
"Czy sekretarze, którzy w dniu wejścia w życie ustawy nie mieli wymaganego czteroletniego stażu urzędniczego, w tym dwuletniego stażu kierowniczego (art. 5 ust. 2), mogli pozostać na stanowiskach?",Tak,Nie,Tylko przez 6 miesięcy,Wyłącznie po zgodzie rady,1,Art. 53 ust. 4 dopuścił ich dalsze zatrudnienie.
Z jakim dniem stosunki pracy z mianowania przekształciły się w umowy o pracę na czas nieokreślony?,1 stycznia 2009 r.,1 stycznia 2012 r.,1 stycznia 2010 r.,1 stycznia 2015 r.,2,Art. 54 ust. 1 wskazuje datę 1 stycznia 2012 r.
"Jaki okres wypowiedzenia przewidywały przepisy przejściowe dla pracownika mianowanego zwalnianego m.in. z powodu reorganizacji, utraty uprawnień lub niezdolności do pracy (art. 55 ust. 1)?",1 miesiąc,2 tygodnie,3 miesiące,6 miesięcy,3,Art. 55 ust. 1 przewidywał trzymiesięczny okres wypowiedzenia.
Czy likwidacja lub reorganizacja jednostki mogła stanowić podstawę rozwiązania stosunku pracy z pracownikiem mianowanym?,Nie,"Tak, bez żadnych warunków",Wyłącznie za zgodą wojewody,"Tak, jeśli nie było możliwe przeniesienie go na inne stanowisko",4,Art. 55 ust. 1 pkt 1 przewidywał taką podstawę.
Czy utrata nieposzlakowanej opinii mogła stanowić podstawę rozwiązania stosunku pracy z pracownikiem mianowanym w okresie przejściowym?,Tak,Nie,Tylko po wyroku karnym,Wyłącznie po negatywnej ocenie okresowej,1,Art. 55 ust. 1 pkt 5 wymieniał utratę nieposzlakowanej opinii.
Jak długo maksymalnie mogło przysługiwać świadczenie pieniężne byłemu pracownikowi mianowanemu zwolnionemu z powodu reorganizacji lub niezawinionej utraty uprawnień (art. 55 ust. 1 pkt 1 lub 2)?,Do 3 miesięcy,Do 6 miesięcy,Do roku,Bezterminowo,2,Art. 55 ust. 2 przewidywał okres nie dłuższy niż 6 miesięcy.
"Czy przejściowe świadczenie po zwolnieniu z powodu reorganizacji lub niezawinionej utraty uprawnień (art. 55 ust. 2) przysługiwało pracownikowi mianowanemu, który nabył prawo do emerytury?",Tak,Tylko w połowie wysokości,Nie,Tylko przez miesiąc,3,Art. 55 ust. 2 wyłączał świadczenie wobec osoby z prawem do emerytury.
Czy ciężkie naruszenie podstawowych obowiązków pracowniczych mogło uzasadniać rozwiązanie stosunku pracy z pracownikiem mianowanym bez wypowiedzenia z jego winy?,Nie,Tylko po zgodzie rady,Wyłącznie po skazaniu karnym,Tak,4,Art. 55 ust. 5 pkt 3 przewidywał taką podstawę.
Co powodowała utrata obywatelstwa polskiego przez pracownika samorządowego mianowanego w okresie przejściowym?,Rozwiązanie stosunku pracy z mocy prawa bez wypowiedzenia,Wyłącznie zawieszenie,Naganną ocenę,Przeniesienie na stanowisko pomocnicze,1,Art. 55 ust. 6 przewidywał rozwiązanie stosunku pracy z mocy prawa.
W jakim terminie od uzyskania wiadomości o okoliczności uzasadniającej rozwiązanie bez wypowiedzenia można było rozwiązać stosunek pracy z winy pracownika mianowanego?,W ciągu 7 dni,W ciągu miesiąca,W ciągu 3 miesięcy,W ciągu roku,2,Art. 55 ust. 7 przewidywał miesięczny termin.
Czy pracownik samorządowy mianowany mógł sam rozwiązać stosunek pracy za wypowiedzeniem?,Nie,"Tak, z 7-dniowym okresem wypowiedzenia","Tak, z trzymiesięcznym okresem wypowiedzenia",Wyłącznie za zgodą kierownika,3,Art. 55 ust. 10 przewidywał trzymiesięczny okres wypowiedzenia.
Czy stosunek pracy pracownika mianowanego mógł być rozwiązany w drodze porozumienia stron?,Nie,Tylko za zgodą wojewody,Wyłącznie po 10 latach pracy,Tak,4,Art. 55 ust. 11 dopuszczał porozumienie stron.
Czy prawomocne orzeczenie utraty praw publicznych powodowało wygaśnięcie stosunku pracy pracownika mianowanego?,Tak,Nie,Tylko po dodatkowej decyzji pracodawcy,Wyłącznie przy utracie obywatelstwa,1,Art. 55 ust. 12 pkt 1 przewidywał wygaśnięcie stosunku pracy.
